,slide,dataset,uid,x,y,expert1_label,expert2_label,expert1_atypical,expert2_atypical,expert3_atypical,majority_atypical
2281,06_stitched1.tif,TUPAC16,1180,18554,17366,AMF other,AMF other,True,True,True,True
2282,06_stitched1.tif,TUPAC16,1181,19200,17587,AMF other,AMF other,True,True,True,True
2283,06_stitched1.tif,TUPAC16,1183,5847,18071,AMF bipolar assymetric,AMF multipolar,True,True,True,True
2284,06_stitched1.tif,TUPAC16,1185,10236,17776,NMF prometaphase,NMF prometaphase,False,False,False,False
2285,06_stitched1.tif,TUPAC16,1186,18022,17806,AMF bipolar assymetric,AMF segregation,True,True,True,True
2286,06_stitched1.tif,TUPAC16,1188,1310,18478,AMF multipolar,NMF prometaphase,True,False,True,True
2287,06_stitched1.tif,TUPAC16,1189,7635,19058,AMF other,AMF bipolar assymetric,True,True,True,True
2288,06_stitched1.tif,TUPAC16,1191,16343,18872,NMF metaphase,NMF metaphase,False,False,False,False
2289,06_stitched1.tif,TUPAC16,1192,18599,18560,NMF metaphase,NMF metaphase,False,False,False,False
2290,06_stitched1.tif,TUPAC16,1194,8506,19456,AMF bipolar assymetric,AMF bipolar assymetric,True,True,True,True
2291,06_stitched1.tif,TUPAC16,1195,8374,19672,NMF anaphase-telophase,NMF anaphase-telophase,False,False,True,False
2292,06_stitched1.tif,TUPAC16,1196,17062,19798,AMF other,AMF other,True,True,True,True
2293,06_stitched1.tif,TUPAC16,1198,7432,20532,AMF multipolar,AMF other,True,True,True,True
2294,06_stitched1.tif,TUPAC16,1199,18360,20175,NMF prometaphase,NMF prometaphase,False,False,True,False
2295,06_stitched1.tif,TUPAC16,1200,19453,20367,NMF metaphase,NMF metaphase,False,False,True,False
2296,06_stitched1.tif,TUPAC16,1202,20215,20717,NMF metaphase,NMF metaphase,False,False,False,False
2297,06_stitched1.tif,TUPAC16,1203,18841,21307,AMF other,AMF other,True,True,True,True
2298,06_stitched1.tif,TUPAC16,1205,16934,21840,AMF segregation,AMF other,True,True,True,True
2299,06_stitched1.tif,TUPAC16,1206,22172,21567,AMF multipolar,AMF multipolar,True,True,True,True
2300,06_stitched1.tif,TUPAC16,1207,22148,21752,AMF other,AMF other,True,True,True,True
2301,06_stitched1.tif,TUPAC16,7023,11250,851,AMF other,NMF metaphase,True,False,True,True
2302,06_stitched1.tif,TUPAC16,7024,10907,851,NMF metaphase,AMF segregation,False,True,False,False
2303,06_stitched1.tif,TUPAC16,7045,16905,9159,NMF prometaphase,AMF other,False,True,True,True
2304,06_stitched1.tif,TUPAC16,7046,20016,9225,NMF prometaphase,AMF segregation,False,True,True,True
2305,06_stitched1.tif,TUPAC16,7052,12676,11531,AMF other,AMF segregation,True,True,True,True
2306,06_stitched1.tif,TUPAC16,7061,3612,14824,NMF metaphase,NMF metaphase,False,False,False,False
2307,06_stitched1.tif,TUPAC16,7062,5573,15277,NMF metaphase,AMF segregation,False,True,True,True
2308,06_stitched1.tif,TUPAC16,7067,12962,16029,NMF metaphase,NMF metaphase,False,False,True,False
2309,06_stitched1.tif,TUPAC16,7079,1816,18984,NMF metaphase,NMF metaphase,False,False,False,False
2310,06_stitched1.tif,TUPAC16,7082,9458,19768,NMF metaphase,AMF segregation,False,True,False,False
2311,06_stitched1.tif,TUPAC16,7088,22217,20439,NMF metaphase,NMF metaphase,False,False,False,False
2312,06_stitched1.tif,TUPAC16,9274,11470,12811,NMF prometaphase,NMF metaphase,False,False,True,False
2313,06_stitched1.tif,TUPAC16,9424,11163,15194,AMF segregation,AMF segregation,True,True,True,True
2314,07_stitched1.tif,TUPAC16,1208,889,368,NMF metaphase,NMF metaphase,False,False,False,False
2315,07_stitched1.tif,TUPAC16,1209,1151,189,NMF prometaphase,NMF prometaphase,False,False,False,False
2316,07_stitched1.tif,TUPAC16,1212,1230,1044,NMF metaphase,NMF metaphase,False,False,False,False
2317,07_stitched1.tif,TUPAC16,1213,188,1522,NMF metaphase,NMF metaphase,False,False,False,False
2318,07_stitched1.tif,TUPAC16,1216,6484,478,NMF metaphase,NMF metaphase,False,False,False,False
2319,07_stitched1.tif,TUPAC16,1218,7085,101,NMF metaphase,NMF metaphase,False,False,False,False
2320,07_stitched1.tif,TUPAC16,1221,278,1686,NMF prometaphase,NMF prometaphase,False,False,False,False
2321,07_stitched1.tif,TUPAC16,1223,3786,1528,NMF metaphase,NMF metaphase,False,False,False,False
2322,07_stitched1.tif,TUPAC16,1226,5523,939,NMF prometaphase,NMF prometaphase,False,False,False,False
2323,07_stitched1.tif,TUPAC16,1228,6692,930,NMF anaphase-telophase,NMF anaphase-telophase,False,False,False,False
2324,07_stitched1.tif,TUPAC16,1229,7501,1137,NMF metaphase,NMF metaphase,False,False,False,False
2325,07_stitched1.tif,TUPAC16,1231,8940,1209,NMF prometaphase,NMF prometaphase,False,False,True,False
2326,07_stitched1.tif,TUPAC16,1235,3416,1690,NMF metaphase,NMF metaphase,False,False,False,False
2327,07_stitched1.tif,TUPAC16,1237,5846,1806,NMF metaphase,NMF metaphase,False,False,False,False
2328,07_stitched1.tif,TUPAC16,1239,5937,2215,NMF anaphase-telophase,NMF anaphase-telophase,False,False,True,False
2329,07_stitched1.tif,TUPAC16,1241,7600,2373,NMF anaphase-telophase,NMF anaphase-telophase,False,False,False,False
2330,07_stitched1.tif,TUPAC16,1243,4906,3085,NMF metaphase,NMF metaphase,False,False,False,False
2331,07_stitched1.tif,TUPAC16,1244,4789,2913,AMF segregation,AMF segregation,True,True,False,True
2332,07_stitched1.tif,TUPAC16,1245,4595,2556,NMF metaphase,NMF metaphase,False,False,False,False
2333,07_stitched1.tif,TUPAC16,1246,7655,2815,NMF metaphase,AMF segregation,False,True,False,False
2334,07_stitched1.tif,TUPAC16,1247,7943,2678,NMF anaphase-telophase,NMF anaphase-telophase,False,False,False,False
2335,07_stitched1.tif,TUPAC16,1248,10975,2919,AMF other,NMF metaphase,True,False,False,False
2336,07_stitched1.tif,TUPAC16,1249,11414,2613,NMF prometaphase,NMF ring shape,False,False,True,False
2337,07_stitched1.tif,TUPAC16,1254,6718,4009,NMF prometaphase,NMF metaphase,False,False,False,False
2338,07_stitched1.tif,TUPAC16,1255,6811,3975,AMF segregation,AMF segregation,True,True,True,True
2339,07_stitched1.tif,TUPAC16,1259,9709,5161,NMF prometaphase,NMF prometaphase,False,False,False,False
2340,07_stitched1.tif,TUPAC16,1261,8897,5589,NMF prometaphase,NMF prometaphase,False,False,False,False
2341,07_stitched1.tif,TUPAC16,1268,9831,6522,NMF prometaphase,AMF segregation,False,True,True,True
2342,07_stitched1.tif,TUPAC16,1269,10919,6683,NMF anaphase-telophase,NMF anaphase-telophase,False,False,False,False
2343,07_stitched1.tif,TUPAC16,1273,5496,7399,NMF metaphase,NMF metaphase,False,False,False,False
2344,07_stitched1.tif,TUPAC16,1274,10028,7350,NMF prometaphase,NMF prometaphase,False,False,False,False
2345,07_stitched1.tif,TUPAC16,1275,11028,8273,NMF prometaphase,NMF metaphase,False,False,False,False
2346,07_stitched1.tif,TUPAC16,1277,7655,8658,NMF prometaphase,NMF prometaphase,False,False,False,False
2347,07_stitched1.tif,TUPAC16,1278,7417,8703,NMF metaphase,NMF metaphase,False,False,False,False
2348,07_stitched1.tif,TUPAC16,1279,11827,8814,NMF metaphase,NMF metaphase,False,False,False,False
2349,07_stitched1.tif,TUPAC16,1283,3288,9571,NMF prometaphase,NMF metaphase,False,False,True,False
2350,07_stitched1.tif,TUPAC16,1284,5600,9471,NMF metaphase,NMF metaphase,False,False,False,False
2351,07_stitched1.tif,TUPAC16,1285,10911,9858,NMF metaphase,NMF metaphase,False,False,False,False
2352,07_stitched1.tif,TUPAC16,1286,3757,10100,NMF prometaphase,NMF metaphase,False,False,False,False
2353,07_stitched1.tif,TUPAC16,1287,5183,10021,NMF prometaphase,NMF metaphase,False,False,False,False
2354,07_stitched1.tif,TUPAC16,1288,12290,10487,NMF metaphase,NMF metaphase,False,False,False,False
2355,07_stitched1.tif,TUPAC16,1291,13711,10129,NMF metaphase,NMF metaphase,False,False,False,False
2356,07_stitched1.tif,TUPAC16,1292,3501,11327,NMF metaphase,AMF segregation,False,True,False,False
2357,07_stitched1.tif,TUPAC16,1294,4264,11004,NMF metaphase,NMF metaphase,False,False,False,False
2358,07_stitched1.tif,TUPAC16,1295,4197,10958,NMF prometaphase,NMF prometaphase,False,False,False,False
2359,07_stitched1.tif,TUPAC16,1297,5757,11320,NMF metaphase,NMF metaphase,False,False,False,False
2360,07_stitched1.tif,TUPAC16,1298,6573,11330,NMF metaphase,NMF metaphase,False,False,False,False
2361,07_stitched1.tif,TUPAC16,1300,7392,11042,NMF prometaphase,NMF metaphase,False,False,False,False
2362,07_stitched1.tif,TUPAC16,1301,5247,12281,NMF prometaphase,NMF anaphase-telophase,False,False,True,False
2363,07_stitched1.tif,TUPAC16,1302,5436,12023,NMF prometaphase,NMF prometaphase,False,False,False,False
2364,07_stitched1.tif,TUPAC16,1303,6194,12288,NMF prometaphase,NMF prometaphase,False,False,False,False
2365,07_stitched1.tif,TUPAC16,1304,6136,11902,NMF metaphase,NMF metaphase,False,False,False,False
2366,07_stitched1.tif,TUPAC16,1305,6293,11794,NMF metaphase,NMF metaphase,False,False,False,False
2367,07_stitched1.tif,TUPAC16,1306,7234,12036,NMF metaphase,NMF metaphase,False,False,False,False
2368,07_stitched1.tif,TUPAC16,1310,8252,12121,NMF prometaphase,AMF segregation,False,True,True,True
2369,07_stitched1.tif,TUPAC16,1311,8445,12226,NMF metaphase,NMF metaphase,False,False,False,False
2370,07_stitched1.tif,TUPAC16,1312,8629,11969,AMF bipolar assymetric,AMF bipolar assymetric,True,True,True,True
2371,07_stitched1.tif,TUPAC16,1313,7482,11874,NMF metaphase,NMF metaphase,False,False,False,False
2372,07_stitched1.tif,TUPAC16,1314,8735,12060,NMF anaphase-telophase,AMF segregation,False,True,False,False
2373,07_stitched1.tif,TUPAC16,1315,8400,11620,NMF anaphase-telophase,NMF anaphase-telophase,False,False,False,False
2374,07_stitched1.tif,TUPAC16,1317,14318,12119,AMF segregation,AMF segregation,True,True,True,True
2375,07_stitched1.tif,TUPAC16,1319,3410,12787,NMF metaphase,NMF metaphase,False,False,False,False
2376,07_stitched1.tif,TUPAC16,1322,12883,12917,NMF metaphase,AMF segregation,False,True,True,True
2377,07_stitched1.tif,TUPAC16,1324,15541,12465,AMF segregation,AMF segregation,True,True,True,True
2378,07_stitched1.tif,TUPAC16,1328,9329,13532,AMF bipolar assymetric,AMF other,True,True,True,True
2379,07_stitched1.tif,TUPAC16,1330,4190,13860,NMF metaphase,NMF metaphase,False,False,False,False
2380,07_stitched1.tif,TUPAC16,1333,5820,14291,NMF metaphase,NMF metaphase,False,False,False,False
2381,07_stitched1.tif,TUPAC16,1335,7175,13954,NMF metaphase,NMF metaphase,False,False,False,False
2382,07_stitched1.tif,TUPAC16,1336,8596,14538,NMF metaphase,NMF metaphase,False,False,False,False
2383,07_stitched1.tif,TUPAC16,1341,5868,15327,NMF metaphase,NMF metaphase,False,False,False,False
2384,07_stitched1.tif,TUPAC16,1346,10570,14663,NMF prometaphase,NMF metaphase,False,False,False,False
2385,07_stitched1.tif,TUPAC16,1347,2590,15416,NMF prometaphase,NMF prometaphase,False,False,False,False
2386,07_stitched1.tif,TUPAC16,1348,3536,15756,AMF bipolar assymetric,AMF segregation,True,True,True,True
2387,07_stitched1.tif,TUPAC16,1350,6225,15625,NMF prometaphase,NMF metaphase,False,False,False,False
2388,07_stitched1.tif,TUPAC16,1351,11890,15755,NMF prometaphase,NMF prometaphase,False,False,False,False
2389,07_stitched1.tif,TUPAC16,1352,4369,16353,NMF metaphase,NMF metaphase,False,False,False,False
2390,07_stitched1.tif,TUPAC16,1354,7767,16903,NMF metaphase,NMF metaphase,False,False,False,False
2391,07_stitched1.tif,TUPAC16,1359,2276,18137,NMF metaphase,NMF metaphase,False,False,False,False
2392,07_stitched1.tif,TUPAC16,1362,3276,18475,NMF anaphase-telophase,AMF segregation,False,True,True,True
2393,07_stitched1.tif,TUPAC16,1363,3445,18441,NMF metaphase,NMF metaphase,False,False,False,False
2394,07_stitched1.tif,TUPAC16,1364,4288,18367,AMF bipolar assymetric,NMF metaphase,True,False,True,True
2395,07_stitched1.tif,TUPAC16,1366,4749,17782,NMF prometaphase,NMF metaphase,False,False,False,False
2396,07_stitched1.tif,TUPAC16,1367,4593,17892,AMF segregation,AMF segregation,True,True,True,True
2397,07_stitched1.tif,TUPAC16,1369,8739,19010,NMF prometaphase,AMF segregation,False,True,True,True
2398,07_stitched1.tif,TUPAC16,1371,5655,19345,NMF metaphase,AMF segregation,False,True,True,True
2399,07_stitched1.tif,TUPAC16,1372,8159,19827,NMF metaphase,NMF metaphase,False,False,False,False
2400,07_stitched1.tif,TUPAC16,1373,8439,19794,AMF segregation,AMF segregation,True,True,True,True
2401,07_stitched1.tif,TUPAC16,1374,8988,19492,NMF anaphase-telophase,AMF segregation,False,True,False,False
2402,07_stitched1.tif,TUPAC16,1375,9531,19950,NMF prometaphase,NMF metaphase,False,False,True,False
2403,07_stitched1.tif,TUPAC16,1376,10037,19311,NMF prometaphase,NMF metaphase,False,False,False,False
2404,07_stitched1.tif,TUPAC16,1377,8095,20905,NMF prometaphase,NMF prometaphase,False,False,False,False
2405,07_stitched1.tif,TUPAC16,1378,9710,21314,NMF prometaphase,NMF prometaphase,False,False,False,False
2406,07_stitched1.tif,TUPAC16,7103,1814,1816,NMF metaphase,AMF segregation,False,True,False,False
2407,07_stitched1.tif,TUPAC16,7122,5286,7337,NMF prometaphase,AMF bipolar assymetric,False,True,True,True
2408,07_stitched1.tif,TUPAC16,7133,6328,10487,NMF anaphase-telophase,AMF bipolar assymetric,False,True,False,False
2409,07_stitched1.tif,TUPAC16,7134,12041,10118,NMF metaphase,NMF metaphase,False,False,False,False
2410,07_stitched1.tif,TUPAC16,7136,4100,11066,NMF metaphase,NMF metaphase,False,False,True,False
2411,07_stitched1.tif,TUPAC16,7147,6679,14176,NMF metaphase,NMF metaphase,False,False,False,False
2412,07_stitched1.tif,TUPAC16,7151,10556,14951,NMF metaphase,NMF metaphase,False,False,False,False
2413,07_stitched1.tif,TUPAC16,7162,6874,16377,NMF prometaphase,NMF prometaphase,False,False,False,False
2414,07_stitched1.tif,TUPAC16,7165,7228,17267,NMF anaphase-telophase,NMF anaphase-telophase,False,False,False,False
2415,07_stitched1.tif,TUPAC16,7172,8453,19003,NMF prometaphase,NMF prometaphase,False,False,False,False
2416,07_stitched1.tif,TUPAC16,13792,4968,14643,NMF metaphase,AMF segregation,False,True,True,True
2417,07_stitched1.tif,TUPAC16,13801,9724,1599,NMF metaphase,AMF segregation,False,True,True,True
2418,07_stitched1.tif,TUPAC16,13804,7762,6148,NMF metaphase,NMF metaphase,False,False,False,False
2419,07_stitched1.tif,TUPAC16,13805,9219,20077,NMF metaphase,NMF metaphase,False,False,False,False
2420,07_stitched1.tif,TUPAC16,13813,10477,8179,NMF metaphase,NMF metaphase,False,False,False,False
2421,07_stitched1.tif,TUPAC16,13815,9034,20826,NMF metaphase,NMF metaphase,False,False,False,False
2422,07_stitched1.tif,TUPAC16,13834,7404,5618,NMF metaphase,AMF other,False,True,True,True
2423,07_stitched1.tif,TUPAC16,13865,3906,19497,NMF metaphase,NMF metaphase,False,False,False,False
2424,07_stitched1.tif,TUPAC16,13886,13953,11908,NMF anaphase-telophase,AMF bipolar assymetric,False,True,True,True
2425,08_stitched1.tif,TUPAC16,1381,5643,11044,AMF segregation,AMF segregation,True,True,True,True
2426,08_stitched1.tif,TUPAC16,9449,2505,13700,NMF prometaphase,NMF ring shape,False,False,False,False
2427,08_stitched1.tif,TUPAC16,9455,5389,172,NMF metaphase,NMF metaphase,False,False,False,False
2428,09_stitched1.tif,TUPAC16,1382,7054,4562,NMF prometaphase,NMF prometaphase,False,False,True,False
2429,11_stitched1.tif,TUPAC16,1386,3041,204,NMF metaphase,NMF metaphase,False,False,False,False
2430,11_stitched1.tif,TUPAC16,1388,1929,4945,NMF anaphase-telophase,NMF anaphase-telophase,False,False,False,False
2431,11_stitched1.tif,TUPAC16,1390,9864,6044,NMF prometaphase,NMF prometaphase,False,False,False,False
2432,11_stitched1.tif,TUPAC16,1393,1903,7349,NMF prometaphase,NMF prometaphase,False,False,False,False
2433,11_stitched1.tif,TUPAC16,1397,3414,7883,NMF anaphase-telophase,NMF anaphase-telophase,False,False,False,False
2434,11_stitched1.tif,TUPAC16,1398,3840,8221,NMF prometaphase,NMF anaphase-telophase,False,False,False,False
2435,11_stitched1.tif,TUPAC16,1399,3578,8447,NMF metaphase,NMF metaphase,False,False,False,False
2436,11_stitched1.tif,TUPAC16,1402,6871,11898,NMF metaphase,NMF metaphase,False,False,True,False
2437,11_stitched1.tif,TUPAC16,1403,2829,12728,NMF prometaphase,NMF prometaphase,False,False,False,False
2438,11_stitched1.tif,TUPAC16,1405,3641,12945,NMF prometaphase,NMF metaphase,False,False,False,False
2439,12_stitched1.tif,TUPAC16,1411,2364,3021,NMF anaphase-telophase,NMF anaphase-telophase,False,False,False,False
2440,12_stitched1.tif,TUPAC16,1413,2332,2900,AMF other,AMF bipolar assymetric,True,True,True,True
2441,12_stitched1.tif,TUPAC16,1428,15782,8073,AMF other,NMF ring shape,True,False,True,True
2442,13_stitched1.tif,TUPAC16,8766,6313,2282,AMF multipolar,AMF segregation,True,True,True,True
2443,14_stitched1.tif,TUPAC16,1441,12277,1226,NMF anaphase-telophase,NMF anaphase-telophase,False,False,False,False
2444,14_stitched1.tif,TUPAC16,1450,1918,9759,NMF metaphase,NMF metaphase,False,False,False,False
2445,14_stitched1.tif,TUPAC16,1455,10115,10969,NMF prometaphase,NMF prometaphase,False,False,False,False
2446,15_stitched1.tif,TUPAC16,1468,11182,611,NMF prometaphase,NMF prometaphase,False,False,False,False
2447,15_stitched1.tif,TUPAC16,1472,594,1023,NMF metaphase,NMF metaphase,False,False,False,False
2448,15_stitched1.tif,TUPAC16,1479,6953,1610,NMF metaphase,NMF metaphase,False,False,False,False
2449,15_stitched1.tif,TUPAC16,1483,9117,1360,NMF metaphase,NMF metaphase,False,False,False,False
2450,15_stitched1.tif,TUPAC16,1484,9257,1129,NMF prometaphase,NMF prometaphase,False,False,False,False
2451,15_stitched1.tif,TUPAC16,1492,2231,1635,NMF prometaphase,NMF ring shape,False,False,False,False
2452,15_stitched1.tif,TUPAC16,1493,5379,2056,NMF prometaphase,NMF prometaphase,False,False,False,False
2453,15_stitched1.tif,TUPAC16,1499,5067,2570,NMF metaphase,AMF segregation,False,True,True,True
2454,15_stitched1.tif,TUPAC16,1503,6778,3065,AMF other,NMF metaphase,True,False,True,True
2455,15_stitched1.tif,TUPAC16,1504,6881,2805,NMF prometaphase,NMF prometaphase,False,False,False,False
2456,15_stitched1.tif,TUPAC16,1506,7810,2968,NMF metaphase,NMF metaphase,False,False,False,False
2457,15_stitched1.tif,TUPAC16,1507,4807,3657,NMF metaphase,NMF metaphase,False,False,False,False
2458,15_stitched1.tif,TUPAC16,1512,13126,3639,NMF prometaphase,NMF prometaphase,False,False,False,False
2459,15_stitched1.tif,TUPAC16,1515,2977,4042,NMF metaphase,NMF metaphase,False,False,False,False
2460,15_stitched1.tif,TUPAC16,1517,5869,4634,NMF metaphase,NMF metaphase,False,False,False,False
2461,15_stitched1.tif,TUPAC16,1518,13976,4237,NMF metaphase,AMF segregation,False,True,False,False
2462,15_stitched1.tif,TUPAC16,1520,12827,6056,NMF prometaphase,NMF metaphase,False,False,False,False
2463,15_stitched1.tif,TUPAC16,1522,12936,5887,NMF metaphase,NMF metaphase,False,False,False,False
2464,15_stitched1.tif,TUPAC16,1528,8054,6943,NMF metaphase,NMF metaphase,False,False,False,False
2465,15_stitched1.tif,TUPAC16,1529,8969,6252,NMF metaphase,AMF segregation,False,True,True,True
2466,15_stitched1.tif,TUPAC16,1534,9005,7515,NMF metaphase,AMF segregation,False,True,False,False
2467,15_stitched1.tif,TUPAC16,1536,13807,7533,NMF metaphase,NMF metaphase,False,False,False,False
2468,15_stitched1.tif,TUPAC16,1537,33,7845,NMF metaphase,NMF metaphase,False,False,False,False
